Zone,District,Upazilla,Union,THACODE,Mouza,Village,Weight
West,Jessore,Chaugachha,Dhuliani  ,404111,~*Moktarpur,Moktarpur,0.005824129
West,Jessore,Chaugachha,Dhuliani  ,404111,~*Mukundapur,Mukundapur,0.005932075
West,Jessore,Chaugachha,Dhuliani  ,404111,~*Shahzadpur,Shahzadpur,0.005830966
West,Jessore,Chaugachha,Dhuliani  ,404111,~*Ujirpur,Ujirpur,0.006273785
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Arizi Dabipur,Arizi Dabipur,0.006135633
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Arazi Sultanpur,Arazi Sultanpur,0.005629933
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Bakshipur,Bakshipur,0.007533565
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Chakla,Chakla,0.006442897
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Chandra Para,Chandra Para,0.007408742
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Debipur,Debipur,0.006035785
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Fakirabad,Fakirabad,0.007392763
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Hakimpur,Hakimpur,0.0059265
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Hakimpur,Mat Hakimpur,0.006048063
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Hajipur,Hajipur,0.00604865
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Jatrapur,Jatrapur,0.005895486
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Jatrapur,Dulalpur,0.008690289
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Kumarpur,Kumarpur,0.006943476
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Mathchakla,Mathchakla,0.005950539
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Swaruppur,Swaruppur,0.006106663
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Taherpur,Taherpur,0.006187768
West,Jessore,Chaugachha,Hakimpur  ,404111,~*Tazbizpur,Tazbizpur,0.006576079
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Arpara,Arpara,0.006439813
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Dakshin Sagar,Dakshin Sagar,0.006756252
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Erokandi (Arkandi),Erokandi (Arkandi),0.007571561
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Jagadishpur,Jagadishpur,0.006492816
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Jhinaikundu,Jhinaikundu,0.005944195
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Kandi,Kandi,0.005939557
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Marua,Marua,0.007295076
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Mirzapur,Mirzapur,0.006136384
West,Jessore,Chaugachha,Jagadishpur  ,404111,~*Sarfarajpur,Sarfarajpur,0.006697415
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Andarkota,Andarkota,0.005848413
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Andarkota,Bagardari,0.00702615
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Chotarhuda,Chotarhuda,0.006157493
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Digri,Digri,0.006536758
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Gadadharpur,Gadadharpur,0.005906525
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Gayra,Gayra,0.006726614
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Hizli,Hizli,0.007094235
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kakuria,Bara Kakuria,0.005794672
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kakuria,Chhota Kakuria,0.006027624
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kakuria,Tilakpur,0.005839729
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kakuria,Nayra,0.007291007
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kakuria,Kakuria Nauda Para,0.005925837
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kharingcha,Kharingcha,0.005923737
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kharingcha,Kharingha Nowdapara,0.007067241
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kharingcha,Bahilapola,0.006270876
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kharingcha,Dabalay,0.006898926
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Kharingcha,Beja Kharingha,0.006255667
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Madhabpur,Madhabpur,0.006516287
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Masila,Masila,0.006171594
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Masila,Lakshmipur,0.006740136
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Sanchadanga,Sanchadanga,0.006997687
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Sarbanandahuda,Sarbanandahuda,0.007779324
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Swarupdaha,Swarupdaha,0.005730242
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Swarupdaha,Kadamtala,0.005778409
West,Jessore,Chaugachha,Swarupdaha  ,404111,~*Tengarpur,Tengarpur,0.006142123
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Bahadurpur,Bahadurpur,0.006736235
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Bara Khanpur,Bara Khanpur,0.006233464
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Batikamari,Batikamari,0.005924416
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Bhagabanpur,Bhagabanpur,0.00615195
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Bundalitali,Bundalitali,0.00657073
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Chand Para,Chand Para,0.006212084
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Guatali,Guatali,0.006784667
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Guatali,Kismat Khanpur,0.007424232
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Guatali,Kathbilla,0.005881854
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Guatali,Mandartala Para,0.00742679
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Hazrakhana,Hazrakhana,0.008626186
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Hogaldanga,Hogaldanga,0.006597914
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Ilishmari,Ilishmari,0.007395071
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Mangirpara,Mangirpara,0.005867404
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Narayanpur,Narayanpur,0.006324364
West,Jessore,Chaugachha,Narayanpur  ,404111,~*Petbhara,Petbhara,0.006109847
West,Jessore,Chaugachha,Pashapole  ,404111,~*Banurhuda,Banurhuda,0.006146123
West,Jessore,Chaugachha,Pashapole  ,404111,~*Bara Gobindapur,Bara Gobindapur,0.00807185
West,Jessore,Chaugachha,Pashapole  ,404111,~*Bariali,Bariali,0.007945131
West,Jessore,Chaugachha,Pashapole  ,404111,~*Gopinathpur,Gopinathpur,0.007436799
West,Jessore,Chaugachha,Pashapole  ,404111,~*Bilerol,Bilerol,0.008349417
West,Jessore,Chaugachha,Pashapole  ,404111,~*Burindia,Burindia,0.00756588
West,Jessore,Chaugachha,Pashapole  ,404111,~*Daspakhia,Daspakhia,0.005836547
West,Jessore,Chaugachha,Pashapole  ,404111,~*Durali,Durali,0.006758256
West,Jessore,Chaugachha,Pashapole  ,404111,~*Hauli,Hauli,0.006279248
West,Jessore,Chaugachha,Pashapole  ,404111,~*Kaliakundi,Kaliakundi,0.005824503
West,Jessore,Chaugachha,Pashapole  ,404111,~*Maligathi,Maligathi,0.005771973
West,Jessore,Chaugachha,Pashapole  ,404111,~*Matsyaranga,Matsyaranga,0.006734732
West,Jessore,Chaugachha,Pashapole  ,404111,~*Palua,Palua,0.006223213
West,Jessore,Chaugachha,Pashapole  ,404111,~*Pashapole,Pashapole,0.006562804
West,Jessore,Chaugachha,Pashapole  ,404111,~*Raghunathpur,Raghunathpur,0.006692418
West,Jessore,Chaugachha,Pashapole  ,404111,~*Raniali,Raniali,0.007132544
West,Jessore,Chaugachha,Pashapole  ,404111,~*Sureshwarkati,Sureshwarkati,0.005928955
West,Jessore,Chaugachha,Patibila  ,404111,~*Biswanathpur,Biswanathpur,0.006618751
West,Jessore,Chaugachha,Patibila  ,404111,~*Bhabanipur,Bhabanipur,0.009618212
West,Jessore,Chaugachha,Patibila  ,404111,~*Hayatpur,Hayatpur,0.006741306
West,Jessore,Chaugachha,Patibila  ,404111,~*Muktadaha,Muktadaha,0.00600475
West,Jessore,Chaugachha,Patibila  ,404111,~*Niamatpur,Niamatpur,0.006389204
West,Jessore,Chaugachha,Patibila  ,404111,~*Patibila,Patibila,0.007898367
West,Jessore,Chaugachha,Patibila  ,404111,~*Purahuda,Purahuda,0.005831863
West,Jessore,Chaugachha,Patibila  ,404111,~*Rustampur,Rustampur,0.007419461
West,Jessore,Chaugachha,Patibila  ,404111,~*Sadipur,Sadipur,0.006038593
West,Jessore,Chaugachha,Patibila  ,404111,~*Teghari,Teghari,0.006037499
West,Jessore,Chaugachha,Phulsara  ,404111,~*Afra,Afra,0.007765141
West,Jessore,Chaugachha,Phulsara  ,404111,~*Arardah,Arardah,0.005941948
West,Jessore,Chaugachha,Phulsara  ,404111,~*Balida Para,Balida Para,0.005972828
West,Jessore,Chaugachha,Phulsara  ,404111,~*Baruihati,Baruihati,0.005701443
West,Jessore,Chaugachha,Phulsara  ,404111,~*Chanda,Chanda,0.005777674
West,Jessore,Chaugachha,Phulsara  ,404111,~*Durga Barkati,Durga Barkati,0.005989463
West,Jessore,Chaugachha,Phulsara  ,404111,~*Jamira,Jamira,0.005718406
West,Jessore,Chaugachha,Phulsara  ,404111,~*Chara Baria,Chara Baria,0.006213594
West,Jessore,Chaugachha,Phulsara  ,404111,~*Kotalipur,Kotalipur,0.005973757
West,Jessore,Chaugachha,Phulsara  ,404111,~*Mohammadpur,Mohammadpur,0.006208111
West,Jessore,Chaugachha,Phulsara  ,404111,~*Phulsara,Phulsara,0.006439012
West,Jessore,Chaugachha,Phulsara  ,404111,~*Rainagar,Rainagar,0.005707108
West,Jessore,Chaugachha,Phulsara  ,404111,~*Saidpur,Saidpur,0.006468993
West,Jessore,Chaugachha,Phulsara  ,404111,~*Salua,Salua,0.006098363
West,Jessore,Chaugachha,Phulsara  ,404111,~*Shibnagar,Shibnagar,0.006637881
West,Jessore,Chaugachha,Phulsara  ,404111,~*Tentulbaria,Tentulbaria,0.00715819
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Garibpur,Garibpur,0.005882718
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Hudafatehpur,Hudafatehpur,0.006352989
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Jagannathpur,Jagannathpur,0.006179347
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Jahangirpur,Jahangirpur,0.006735317
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Jamalta,Jamalta,0.005902396
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Majali,Majali,0.005866591
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Masiurnagar(Khurda Singhajhu,Masiurnagar(Khurda Singhajhu,0.006038112
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Pitambarpur,Pitambarpur,0.007502901
West,Jessore,Chaugachha,Singhajhuli  ,404111,~*Singhajhuli,Singhajhuli,0.006113076
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Andulia,Andulia,0.005880424
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Arsingri,Arsingri,0.006647443
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Ballabhpur,Ballabhpur,0.006145772
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Barni,Barni,0.005655557
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Daulatpur,Daulatpur,0.009432653
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Durgapur,Durgapur,0.005943753
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Indrapur,Indrapur,0.008135366
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Kulia,Kulia,0.005780501
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Makapur,Makapur,0.006125919
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Nagarbarni,Nagarbarni,0.006138303
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Pukuria,Pukuria,0.00624246
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Pura Para,Pura Para,0.006491958
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Rajapur,Rajapur,0.006386212
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Ramkrishnapur,Ramkrishnapur,0.006610461
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Sukpukhuria,Sukpukhuria,0.006182444
West,Jessore,Chaugachha,Sukpukhuria  ,404111,~*Tilakpur,Tilakpur,0.004023352
West,Jessore,Jhikargachha,Bankra  ,404123,~*Alipur,Alipur,0.004365514
West,Jessore,Jhikargachha,Bankra  ,404123,~*Bankra,Bankra,0.003574816
West,Jessore,Jhikargachha,Bankra  ,404123,~*Digdana,Digdana,0.003756642
West,Jessore,Jhikargachha,Bankra  ,404123,~*Khalsi,Khalsi,0.004021976
West,Jessore,Jhikargachha,Bankra  ,404123,~*Khosalnagar,Khosalnagar,0.004691562
West,Jessore,Jhikargachha,Bankra  ,404123,~*Khosalnagar,Balidanga,0.004142191
West,Jessore,Jhikargachha,Bankra  ,404123,~*Matsia,Matsia,0.003568944
West,Jessore,Jhikargachha,Bankra  ,404123,~*Mukundapur,Mukundapur,0.0035571
West,Jessore,Jhikargachha,Bankra  ,404123,~*Shimulia,Shimulia,0.004432537
West,Jessore,Jhikargachha,Bankra  ,404123,~*Sukurkola,Sukurkola,0.004605027
West,Jessore,Jhikargachha,Bankra  ,404123,~*Ujjalpur,Ujjalpur,0.003975525
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Atila,Atila,0.003402908
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Atila,Sreechandrapur,0.003657737
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Balia,Balia,0.004856098
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Bengdaha,Bengdaha,0.004674101
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Bishahari,Bishahari,0.004645376
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Chhutipur,Chhutipur,0.003986086
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Datta Para,Datta Para,0.004020168
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Ganganandapur,Ganganandapur,0.003587328
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Gaursuti,Gaursuti,0.006063804
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Goalhati,Goalhati,0.004345196
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Gulbakpur,Gulbakpur,0.003840126
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Jiuligachha,Jiuligachha,0.003581214
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Kagmari,Kagmari,0.004968487
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Krishnachandrapur,Krishnachandrapur,0.003941499
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Mauta,Mauta,0.004009113
West,Jessore,Jhikargachha,Ganganandapur  ,404123,~*Nabagram,Nabagram,0.003845714
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Bamanali,Bamanali,0.00425458
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Barbakpur (Part),Barbakpur (Part),0.003899364
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Beniali,Beniali,0.00363508
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Bodhkhana,Bodhkhana,0.004446407
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Eusafpur,Eusafpur,0.003595423
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Fatepur,Fatepur,0.003610786
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Gadkhali,Gadkhali,0.00340149
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Jafarnagar,Jafarnagar,0.004161028
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Kamar Para,Kamar Para,0.004691764
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Patua Para,Patua Para,0.004464324
West,Jessore,Jhikargachha,Gadkhali  ,404123,~*Sadirali,Sadirali,0.003743313
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Barunhal,Barunhal,0.004508989
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Bishnupur,Bishnupur,0.003872131
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Deulia,Deulia,0.003541115
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Dhalla,Dhalla,0.003529135
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Harikhali Panchpota,Harikhali Panchpota,0.003465304
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Hazirbag,Hazirbag,0.003594456
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Ista,Ista,0.003702342
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Jugihuda,Jugihuda,0.003539355
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Komarchanda,Komarchanda,0.003758706
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Kulla,Kulla,0.006047993
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Mahes Para,Mahes Para,0.003750726
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Matikomra,Matikomra,0.004419968
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Mukundapur,Mukundapur,0.003682491
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Raypatan,Raypatan,0.003453951
West,Jessore,Jhikargachha,Hajirbagh  ,404123,~*Sonakur,Sonakur,0.003498326
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Berela,Berela,0.004466742
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Chanpatala,Chanpatala,0.004556977
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Dostapur,Dostapur,0.003470904
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Farasatpur,Farasatpur,0.004068576
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Jhaudia,Jhaudia,0.004427623
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Hariadiara,Hariadiara,0.00348622
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Jaykrishna Pur,Jaykrishna Pur,0.003999151
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Laujani,Laujani,0.003975727
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Laujani,Lakshmipur,0.004861762
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Laujani,Naodapara,0.004401663
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Mallikpur,Mallikpur,0.005089906
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Mirzapur,Chandrapur,0.004093425
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Mirzapur,Mirzapur,0.003645755
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Mirzapur,Kashipur,0.003685385
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Naoa Para,Naoa Para,0.003489717
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Padma Pukuria,Padma Pukuria,0.0039002
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Payradanga (Part),Payradanga (Part),0.003663827
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Sagarpur,Sagarpur,0.004288548
West,Jessore,Jhikargachha,Jhikargachha  ,404123,~*Sriram Pur,Sriram Pur,0.003615764
West,Jessore,Jhikargachha,Magura  ,404123,~*Angar Para,Angar Para,0.003785926
West,Jessore,Jhikargachha,Magura  ,404123,~*Arsingri,Arsingri,0.004143042
West,Jessore,Jhikargachha,Magura  ,404123,~*Bahirampur,Bahirampur,0.003564643
West,Jessore,Jhikargachha,Magura  ,404123,~*Barakuli,Barakuli,0.003513154
West,Jessore,Jhikargachha,Magura  ,404123,~*Chanda,Chanda,0.004560561
West,Jessore,Jhikargachha,Magura  ,404123,~*Chhotakuli,Chhotakuli,0.003600682
West,Jessore,Jhikargachha,Magura  ,404123,~*Dahar Magura,Dahar Magura,0.003834272
West,Jessore,Jhikargachha,Magura  ,404123,~*Ghordaha,Ghordaha,0.003866683
West,Jessore,Jhikargachha,Magura  ,404123,~*Jayrampur,Jayrampur,0.003457862
West,Jessore,Jhikargachha,Magura  ,404123,~*Kaemkola,Kaemkola,0.003699994
West,Jessore,Jhikargachha,Magura  ,404123,~*Magura,Magura,0.003481701
West,Jessore,Jhikargachha,Magura  ,404123,~*Mahammadpur,Mahammadpur,0.003731645
West,Jessore,Jhikargachha,Magura  ,404123,~*Manoharpur,Manoharpur,0.003783615
West,Jessore,Jhikargachha,Magura  ,404123,~*Misridiara,Misridiara,0.004081639
West,Jessore,Jhikargachha,Magura  ,404123,~*Phulbari,Phulbari,0.003897704
West,Jessore,Jhikargachha,Magura  ,404123,~*Phulbari,Daulatpur,0.003516072
West,Jessore,Jhikargachha,Magura  ,404123,~*Santoshnagar,Santoshnagar,0.003587705
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Amini,Amini,0.003640115
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Bade Nabharan,Bade Nabharan,0.003492323
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Baysa,Baysa,0.005618124
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Chandpur,Chandpur,0.00363747
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Gunnagar,Gunnagar,0.003516896
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Haria,Haria,0.004809459
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Kalagachhi,Kalagachhi,0.004067665
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Kaliani,Kaliani,0.003965024
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Karimali,Karimali,0.00366744
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Manikali,Manikali,0.00478067
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Nabharan,Nabharan,0.003393862
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Nabharan,Belemat,0.003497465
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Nabharan,Dhaka Para,0.003510653
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Nabharan,Islampur,0.003781156
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Nityanandakati,Nityanandakati,0.003581785
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Panchpota,Panchpota,0.004155348
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Raghunathpur,Raghunathpur,0.003590588
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Raghunathpur,Kundipur,0.0034893
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Raghunathpur,Bagh,0.003486511
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Raghunathpur,Dangi,0.003687198
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Raghunathpur,Banki,0.0036171
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Ramchandrapur,Ramchandrapur,0.003528542
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Sharippur,Sharippur,0.004372236
West,Jessore,Jhikargachha,Nabharan  ,404123,~*Uttar Deuli,Uttar Deuli,0.003477314
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Arsingri,Arsingri,0.003836052
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Balla,Balla,0.003473983
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Bausa,Bausa,0.004549226
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Bera Rupani,Bera Rupani,0.003405909
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Dighari,Dighari,0.004957219
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Kanairali,Kanairali,0.003563902
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Kharusha,Kharusha,0.003432274
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Mrijapur,Mrijapur,0.004088453
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Nandi Dumuria,Nandi Dumuria,0.003836162
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Naoali,Naoali,0.003924979
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Nibaskhola,Nibaskhola,0.004418912
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Nischintapur,Nischintapur,0.003614359
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Rajadumuria,Rajadumuria,0.004402672
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Sadipur,Sadipur,0.004609387
West,Jessore,Jhikargachha,Nibaskhola  ,404123,~*Siordaha,Siordaha,0.003484247
West,Jessore,Jhikargachha,Panisara  ,404123,~*Barni,Barni,0.004034693
West,Jessore,Jhikargachha,Panisara  ,404123,~*Bejetala,Bejetala,0.00427225
West,Jessore,Jhikargachha,Panisara  ,404123,~*Chapatala,Chapatala,0.003338388
West,Jessore,Jhikargachha,Panisara  ,404123,~*Gabrapur,Gabrapur,0.00476045
West,Jessore,Jhikargachha,Panisara  ,404123,~*Kauria,Kauria,0.003750083
West,Jessore,Jhikargachha,Panisara  ,404123,~*Krishnachandrapur,Krishnachandrapur,0.004344759
West,Jessore,Jhikargachha,Panisara  ,404123,~*Kulia,Kulia,0.004282096
West,Jessore,Jhikargachha,Panisara  ,404123,~*Mohinikathi,Mohinikathi,0.003563442
West,Jessore,Jhikargachha,Panisara  ,404123,~*Narangali,Narangali,0.003632221
West,Jessore,Jhikargachha,Panisara  ,404123,~*Nilkantanagar,Nilkantanagar,0.003788515
West,Jessore,Jhikargachha,Panisara  ,404123,~*Panisara,Panisara,0.00488125
West,Jessore,Jhikargachha,Panisara  ,404123,~*Purandarpur (Part),Purandarpur (Part),0.003652076
West,Jessore,Jhikargachha,Panisara  ,404123,~*Raghunathnagar,Raghunathnagar,0.003452499
West,Jessore,Jhikargachha,Panisara  ,404123,~*Rajapur,Rajapur,0.005200623
West,Jessore,Jhikargachha,Panisara  ,404123,~*Said Para,Said Para,0.003846416
West,Jessore,Jhikargachha,Panisara  ,404123,~*Taora,Taora,0.003752922
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Bakulia,Bakulia,0.003514301
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Bakura,Bakura,0.004301687
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Jagadanandakati,Jagadanandakati,0.004934368
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Khatbaria,Khatbaria,0.003662862
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Kulbaria,Kulbaria,0.003686108
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Kumri,Kumri,0.004677375
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Nayera,Nayera,0.003879845
West,Jessore,Jhikargachha,Shankarpur  ,404123,~*Pudaulia,Chotta Pudaulia,0.003715764
